bum	17
woc	17
thiäŋ	16
tha̱a̱ŋ	16
gul	16
röm	16
duŋ	16
kiɛɛ	16
ŋiääc	16
thi̱nɔ	16
rep	16
luek	16
ciɛŋni̱	16
däk	16
ti̱i̱kɛ	16
miem	16
mään	16
/kän	16
kɔ̱kiɛn	16
muktäp	16
ruecä	16
ciëmani̱	16
ciɛ	15
lɛp	15
nyooth	15
de̱e̱	15
lar	15
tɛ̈thlɔaac	15
duël	15
/kui̱ci̱	15
dɔ̱a̱r	15
ciaŋ	15
ruaacni̱	15
nööŋ	15
nyɔk	15
wi̱c	15
go̱lä	15
luɔ̱th	15
weni̱	15
läth	15
rɛwdɛ	15
görkɛ	15
riet	15
da̱k	15
ŋäcni̱	15
baaŋ	15
puɔ̱th	15
cärkɛ	15
rɛydɛ	14
lɔaac	14
duɔ̱p	14
rɔm	14
jiäkni̱	14
cuɔ̱ɔ̱ŋ	14
pɛ̈l	14
liäŋ	14
ɛtɔ̱	14
nyuɔ̱th	14
rɔal	14
nyuɔɔn	14
nhɔkɛ	14
ga̱th	14
kuany	14
riät	14
dia̱	13
nuäär	13
tɔ̱ɔ̱cä	13
jeki̱	13
watdu	13
tiam	13
guur	13
wi̱cdu	13
dɛ	13
duel	13
nyin	13
guäthni̱	13
läny	13
cup	13
ŋar	13
määth	13
yio̱ni̱	13
kui̱cɛ	13
mɔa	13
kua̱r	13
diäl	13
/ci̱kɛ	12
rɔ̱diɛn	12
tuɔ̱ɔ̱p	12
la̱r	12
gua̱ndɔɔni̱	12
jɔak	12
diëëth	12
guicɛ	12
muc	12
dual	12
täämɛ	12
bɛc	12
rial	12
duëli̱	12
cuɔ̱p	12
i̱di̱	12
ciëk	12
ka̱a̱th	12
biaa	12
mëk	12
cɔwdɛ	12
rɛw	12
go̱o̱rɛ	12
pa̱l	12
/käni̱	12
reep	12
guut	12
tëkdɛ	12
kumɛ	12
rueec	12
latɛ	11
ro̱ŋ	11
bath	11
puɔl	11
nöŋ	11
bɛ̈c	11
luny	11
/cua̱	11
gaak	11
guɛ̈l	11
ruaac	11
rɛ̈ɛ̈k	11
buar	11
lo̱kɛ	11
ŋuani̱	11
guɔ̱ɔ̱r	11
ŋäcɛ	11
dɔŋ	11
di̱tni̱	11
tiit	11
tuɔɔkɛ	11
da̱a̱k	11
kɔk	11
nyier	11
kuɛ̈n	11
lɔ̱ŋ	11
thia̱a̱ŋ	11
rɛk	11
yɔ̱ŋ	11
caari̱	11
kuëndu	11
ca̱ŋda̱a̱r	11
ka	11
mää	11
ŋa̱ckɛ	11
jakɛ	11
gath	11
ŋuäni̱	11
länyi̱	11
ria̱ŋ	11
wër	11
ken	11
ɛŋu	11
ɛmää	11
kua̱n	10
ni̱n	10
bɛkɛ	10
läät	10
yuɔ̱th	10
cäät	10
wen	10
lia̱a̱	10
canɛ	10
tëkdiɛn	10
jëkɛ	10
lɛli̱	10
thuɔk	10
bɛl	10
no̱o̱ŋ	10
bakɛ	10
ɛni̱	10
dupni̱	10
pɛ̈th	10
juur	10
wi̱i̱muɔ̱ɔ̱n	10
waa	10
ley	10
kɛt	10
nyami̱	10
bäär	10
bi̱lɛ	10
guicni̱	10
ŋuɔ̱t	10
ŋut	10
yaŋ	10
dɛl	10
ŋieec	10
dhɔr	10
luakkuɔth	10
diëëthgan	10
kua	10
luɔtdɛ	10
guɛckɛ	10
ŋi̱i̱cni̱	10
jakni̱	10
tit	10
la̱tdɛ	10
duär	10
taap	10
kuɛ̈ɛ̈	9
puc	9
lɔɔcdu	9
wäl	9
juɔ̱r	9
dho̱r	9
lɔr	9
diɛɛr	9
reepɛ	9
ŋäthɛ	9
watdɛ	9
wa̱nɔ	9
palä	9
jɔam	9
dɔ̱ɔ̱r	9
lɔɔcdɛ	9
loc	9
ciaaŋdan	9
raam	9
gɔy	9
cuuc	9
nɔ̱a̱n	9
ɣɔ̱ɔ̱k	9
ciaa	9
ciëmani̱kiɛn	9
teekädu	9
ti	9
bääl	9
jiɛc	9
cua	9
gɔɔyä	9
gaŋ	9
ɣööŋ	9
nhɔki̱	9
e̱	9
ë	9
gua̱c	9
jiath	9
ŋa	9
wuutni̱	9
kɔni̱	9
pɛn	9
duɔ̱ɔ̱li̱	9
nhökdiɛn	9
da̱ŋrɛw	9
tharɛ	9
bëë	9
luakuɔth	9
ciɛŋä	9
nyur	9
kɔaaŋ	9
tet	9
ja	9
no̱o̱ŋɛ	9
na̱n	9
yɔɔ	9
gak	9
ca̱a̱p	9
riali̱	9
jëk	9
go̱rni̱	9
go̱o̱ri̱	9
länyni̱	9
ŋic	9
kɛ̈ckɛ̈ɛ̈c	9
diääl	9
yiey	8
dera	8
guec	8
kui̱ci̱	8
jiäkɛ	8
pua̱nykiɛn	8
thuŋ	8
bɛɛ	8
pua̱ny	8
gaatku	8
jiök	8
ta̱a̱du	8
ɣä	8
dakɛ	8
kääp	8
mocɛ	8
puth	8
ciaŋkɛ	8
tookɛ	8
puɔ̱ɔ̱nydɛ	8
gaatkiɛn	8
lieŋ	8
met	8
pith	8
rɛc	8
ji̱th	8
mi̱thni̱	8
duɔth	8
rɛɛkɛ	8
bäny	8
gua̱ndɔɔni̱kɔn	8
nɛ	8
a̱	8
rɔadɛ	8
tuk	8
ciëëmani̱kiɛn	8
lotrɔ	8
kual	8
tap	8
rɔ̱ŋ	8
wiäc	8
käm	8
ruet	8
ruët	8
mɛ̈kɛ	8
ca̱p	8
jiɛɛn	8
jekɛ	8
matɛ	8
ɛgɔa	8
yio̱o̱ni̱	8
nɔ	8
keni̱	8
jääny	7
agɔa	7
kuɛlɛ	7
nyuthɛ	7
ciɛŋkɔn	7
titi	7
jɔ̱ɔ̱r	7
ci̱i̱	7
rikä	7
kuɛth	7
rieet	7
jiääkä	7
cuc	7
lo̱ckiɛn	7
tokɛ	7
teekɛ	7
diëëthkiɛn	7
ka̱a̱cni̱	7
lɔcdiɛn	7
kuëndɛ	7
gɔwkɛ	7
dɛy	7
lää	7
nyothni̱	7
rikni̱	7
do̱rɔ	7
mooc	7
tuar	7
dɔp	7
mieth	7
ciɛŋädan	7
yaaŋ	7
took	7
cuɔ̱ŋ	7
wäthkiɛn	7
cärkiɛn	7
deekɛ	7
guɛc	7
yoop	7
ja̱a̱l	7
thieekä	7
kuëndiɛn	7
da̱ŋ	7
nyam	7
tɔ̱ɔ̱c	7
cɔal	7
ta̱a̱dɛ	7
wekɛ	7
kän	7
tha̱ŋnath	7
math	7
ganku	7
/ciaa	7
lökɛ	7
wutä	7
riäŋä	7
nhɔkni̱	7
ri̱wdiɛn	7
kuothɛ	7
baath	7
cucä	7
ɛbɛ	7
lätɛ	7
nyi̱r	7
ciekdu	7
lɔ̱ɔ̱	7
gäth	7
kuiyɛ	7
bo̱th	7
diɔ̱k	7
käp	7
gɛ̈rɛ	7
lati̱	7
mäthni̱	7
ruëëc	7
tapä	7
dial	7
riäät	7
ŋɔ̱ɔ̱ŋi̱	7
kenɛ	7
ce̱tkɛ	7
kuändɛ	6
kɔat	6
ŋa̱a̱thä	6
yɔ̱a̱ŋ	6
tɛthälɔaac	6
nyuuthni̱	6
keer	6
wäŋ	6
wäär	6
ŋiɛth	6
dui̱r	6
nhɔakä	6
ciaaŋdu	6
rɔam	6
rɔl	6
kuëth	6
ŋuk	6
/kui̱cɛ	6
döör	6
watku	6
pɛ̈ɛ̈n	6
gɔ̱a̱rɛ	6
tɛth	6
yieyku	6
ruacdɛ	6
tuɔ̱m	6
pälɛ	6
lɔɔc	6
ŋäcdu	6
duɔ̱ɔ̱rä	6
cua̱a̱	6
tɛ̈ɛ̈	6
puɔlä	6
thuuk	6
ɛlaa	6
ciɛŋkiɛn	6
ŋa̱a̱ri̱	6
caar	6
kɔ̱c	6
tur	6
wa̱a̱ri̱	6
ciɛŋi̱	6
nyuth	6
cooth	6
yuɔr	6
la̱a̱t	6
ma̱t	6
pekni̱	6
bär	6
pi̱i̱ni̱	6
yop	6
jio̱k	6
ruaal	6
diɔ̱kdiɛn	6
nyi̱man	6
rɛydiɛn	6
maath	6
gäy	6
raanɛ	6
thieekädu	6
go̱rä	6
teni̱	6
kɛ̈k	6
thukduëli̱	6
thieek	6
piith	6
ciëëmuɔri̱	6
gër	6
ɣɔ̱n	6
du	6
yaak	6
guaari̱	6
ɣän	6
kualɛ	6
biäyni̱	6
länyɛ	6
luäŋi̱	6
lua̱ŋdu	6
ŋääthi̱	6
un	6
wat	6
kɔŋ	6
nyua̱n	6
kɔamni̱	6
guutɛ	6
thar	6
cuɔ̱c	6
wutni̱	6
din	6
nyɛgaathä	6
deriɛ	6
määthdu	6
pɛl	6
/cuɛ	6
lapni̱	6
ɛcäŋ	6
bapbuul	6
ca̱ŋ	5
däärwec	5
benɛ	5
kɔɔr	5
juɔ̱ɔ̱ri̱	5
bak	5
wiɛ	5
kuenä	5
gɛ̈r	5
dueel	5
kuëëth	5
jaa	5
diëëthni̱	5
duäc	5
päli̱	5
gööli̱	5
bit	5
thiääŋ	5
kacä	5
ruaci̱	5
luäkɛ	5
nɛni̱	5
tɛthlɔaac	5
ji̱kɛ	5
kɔt	5
thokdɛ	5
latkɛ	5
wi̱i̱ni̱	5
gɔ̱ɔ̱r	5
ŋuɛ̈t	5
luɔc	5
nhialɔ	5
lo̱kni̱	5
köm	5
tɔ̱ɔ̱rä	5
mutni̱	5
këtdin	5
ŋuani̱kɛn	5
to̱l	5
guɛ̈lɛ	5
läthni̱	5
miemkiɛn	5
däär	5
ji̱ni̱	5
cuit	5
piɛny	5
rut	5
ramɔ	5
luäŋɛ	5
bäl	5
cäkä	5
/cia̱	5
guk	5
gɛɛr	5
dhieec	5
luɔ̱ɔ̱tni̱	5
tiet	5
i̱nɛ	5
cuɛ	5
dhɔɔl	5
/kenɛ	5
lo̱kä	5
tuɔk	5
thär	5
yärɛ	5
kuaay	5
cäŋdäär	5
mäni̱	5
thiëëk	5
tɛmɛ	5
gɔ̱a̱riɛn	5
lari̱	5
jälɛ	5
dia̱a̱	5
lo̱ki̱	5
toc	5
cikä	5
ko̱k	5
leerä	5
ciëë	5
kueni̱	5
ŋuuni̱	5
puɔ̱ɔ̱nydu	5
mɛt	5
tuɔm	5
lɛn	5
bɔth	5
pua̱a̱nydɛ	5
dil	5
mac	5
nyuaak	5
yian	5
waŋ	5
puaak	5
jua̱th	5
wa̱l	5
timɛ	5
duɔl	5
cuŋä	5
ŋäthä	5
yaakä	5
thokduëël	5
lam	5
käni̱	5
nhökdɛ	5
diëthkiɛn	5
gua̱ndɔɔŋni̱	5
nyuään	5
tɛr	5
dol	5
nyɛgaathdu	5
wäth	5
dhal	5
ni̱we̱n	5
gua̱a̱c	5
ŋa̱th	5
wi̱cyi̱i̱c	5
mula̱a̱k	4
päärɛ	4
tim	4
teekädan	4
dhɔt	4
dɔ̱r	4
muɔ̱ɔ̱n	4
dep	4
thiak	4
bɛ̈cbɛ̈ɛ̈c	4
rɛ̈ɛ̈t	4
nyuuth	4
to̱k	4
dɔl	4
jäli̱	4
runwaŋ	4
yiëë	4
cɛɛ	4
tiɛɛl	4
rialɛ	4
riku	4
ni̱wen	4
luthi̱	4
thukiɛn	4
i̱n	4
juri̱	4
lëth	4
ciekdɛ	4
rua̱a̱k	4
ni̱wal	4
rɔdu	4
ɛntäämɛ	4
lo̱c	4
wi̱	4
tiäm	4
teekädiɛn	4
yieykɛ	4
riɛkdɛ	4
kään	4
döri̱	4
cääk	4
naŋkɛ	4
pɛlä	4
ŋiɛckɛ	4
laakɛ	4
pöc	4
dapkɛ	4
ji̱kiɛn	4
wëëkɛ	4
liɛŋ	4
ŋäcä	4
tëkdan	4
juacni̱	4
kuan	4
cami̱	4
cakɛ	4
lueŋ	4
tuɔ̱ruɔ̱k	4
kɛlɔ	4
jiääkdɛ	4
wi̱ckiɛn	4
pa̱k	4
rɛlrɔ̱	4
leth	4
ɛku	4
duëël	4
dëëkɛ	4
wi̱cmuɔ̱ɔ̱n	4
nhɔak	4
jiɔm	4
ciökni̱	4
wekä	4
pali̱	4
ŋɔ̱ɔ̱ŋ	4
tɔ̱c	4
köl	4
nhiaal	4
dööri̱	4
tuɔkɛ	4
nɛnɔ	4
kurɛ	4
mieem	4
kamni̱kiɛn	4
o̱	4
lätni̱kiɛn	4
/keni̱	4
rɔ̱kiɛn	4
kuël	4
ruetä	4
maarä	4
yiɛɛn	4
guäl	4
nyamɛ	4
teedi̱	4
kui̱cni̱kiɛn	4
da̱r	4
nyuthni̱	4
ciaaŋdɛ	4
diëëthkɛ	4
luaak	4
kɔaaŋni̱	4
mɛ̈t	4
nën	4
/ka̱n	4
wa̱th	4
/ciɛɛ	4
ruup	4
la̱ri̱	4
ciɛŋɛ	4
thöp	4
ro̱ŋɛ	4
diëëthku	4
lätkɛ	4
kut	4
thiëc	4
ɛntää	4
tiem	4
maarun	4
guutdɛ	4
pua̱tkɛ	4
tɛ̈thlɔac	4
ca̱a̱r	4
dapni̱	4
wa	4
di̱tdɛ	4
kok	4
ga̱ŋ	4
nyi̱mandun	4
ciëŋdun	4
gɔl	4
coth	4
bia̱a̱	4
kɛk	4
ŋɔ̱ɔ̱ŋkɛ	4
jekni̱	4
comä	4
ka̱p	4
nhiamɔ	4
la̱tɔ	4
kɛliw	4
lätkiɛn	4
guuri̱	4
cari̱	4
tiät	4
päth	4
gankɛ	4
man	4
dɔɔr	4
ga̱a̱c	4
ji̱ciëŋ	4
dɔ̱a̱a̱r	4
lapɛ	4
däkä	4
lɔaacdɛ	4
puɔth	4
ciëŋdu	4
puɔ̱ɔ̱ny	4
yi̱c	4
ŋɔ̱a̱a̱ŋ	4
thukɛ	4
liŋi̱	4
nyɛŋuŋu	4
comni̱	4
kuanykɛ	4
kaa	4
di̱i̱l	4
ŋääth	4
bo̱o̱thä	4
duɔ̱r	4
gɔɔydɛ	4
thöl	4
jɔw	4
rɔɔdɛ	4
mɛn	4
ril	4
wi̱cmuɔ̱n	4
jɛni̱	4
gupä	4
bɛɛr	4
yam	4
thuɔ̱ɔ̱k	4
kɛ̈kdu	4
ko̱kä	4
duŋdɛ	4
räc	4
dɛn	4
nɛmɛ	4
nyɛgathä	4
wuut	4
pua̱a̱r	4
riäŋ	4
luɔcdɛ	4
thukdu	4
ka̱ni̱	4
ŋäth	4
yiath	4
buɔ̱n	4
ŋiɛthdu	4
raarɔ	4
cuɔm	4
we̱	4
bi̱diöni̱	4
/cia	4
di̱tlɔaac	4
lue̱ŋä	4
lue̱ŋ	4
cat	4
we̱c	4
da̱a̱rwec	4
cärɛ	3
kony	3
nyua̱a̱th	3
runi̱	3
wuɔ̱n	3
wi̱i̱dɛ	3
kui̱cɔ	3
miŋ	3
tol	3
thokdu	3
thiɛk	3
kuaa	3
ma̱y	3
tek	3
do̱pɛ	3
pa̱ny	3
di̱	3
niɛɛn	3
bakä	3
rieetni̱	3
yieykiɛn	3
pua̱a̱nydu	3
waŋdɛ	3
ri̱cdɛ	3
bööth	3
wäŋkɛ	3
niɛ	3
ko̱o̱r	3
pua̱t	3
luthdan	3
lua̱k	3
jiɛɛc	3
cucɛ	3
riɛkdu	3
ro̱m	3
cieŋkɛ	3
kuɛla	3
carɛ	3
lɛni̱	3
deri	3
döny	3
cien	3
ciɛŋkun	3
ni̱kiɛn	3
thia̱m	3
ruackɛ	3
gaatkɔn	3
raandun	3
cɔɔl	3
caakɛ	3
tët	3
buɔkni̱	3
kua̱a̱	3
jɔakdɛ	3
thokdan	3
ŋäcdiɛn	3
mi̱i̱th	3
kayɛ	3
dɔw	3
thärkiɛn	3
lɛ̈w	3
bekɛ	3
pekdɛ	3
mɛ̈ɛ̈t	3
ciök	3
göök	3
yiekä	3
bɔ̱t	3
wi̱i̱diɛn	3
teek	3
ciaaŋdiɛn	3
ruɔ̱ɔ̱p	3
ciɛŋädiɛn	3
det	3
kuth	3
kula	3
/ka̱nɛ	3
ɛmi̱	3
tuaari̱	3
ɣäni̱	3
do̱ran	3
gel	3
dël	3
ciökiɛn	3
thul	3
nhiamdɛ	3
jalapni̱	3
lär	3
gatä	3
dɛ̈ɛ̈l	3
kui̱i̱	3
thuɔ̱c	3
tomɛ	3
ciak	3
diel	3
kɔakɛ	3
miäm	3
wi̱g	3
raami̱	3
miemku	3
riɛmdu	3
tak	3
ö	3
pɛ̈lpɛ̈ɛ̈l	3
buɔn	3
gulɛ	3
comi̱	3
ŋuɔ̱tni̱	3
gɔ̱a̱a̱ri̱	3
mäthni̱ku	3
kɛnkɛ	3
nyi̱mandiɛn	3
kuɛni̱	3
pen	3
kuɛ̈nkɛ	3
gaatmani̱	3
ciöt	3
matdiɛn	3
dui̱rä	3
ŋieeckɛ	3
karkiɛn	3
luɔ̱ɔ̱c	3
nyieenath	3
lakɛ	3
nin	3
mar	3
lotrɔ̱	3
lɔk	3
ci̱rɔ̱	3
wia	3
nɛyɛ	3
gɔ̱a̱ri̱	3
ŋuy	3
gɔ̱a̱a̱r	3
cii	3
ba̱ny	3
lual	3
bo̱o̱r	3
peek	3
diɔ̱ɔ̱k	3
nhɔakɛ	3
kɛ̈lkɛ̈ɛ̈li̱	3
nho̱kä	3
tuɔ̱c	3
lap	3
yor	3
thiëckɛ	3
nyaadiɛn	3
cɔw	3
larni̱	3
ŋarkɛ	3
da̱a̱kɛ	3
puɔ̱ɔ̱t	3
ɛti̱	3
la̱ny	3
pa̱tɔri̱	3
muɔɔr	3
yuth	3
tho̱pni̱	3
cɔwkiɛn	3
kawayni̱	3
biɛɛ	3
yi̱i̱c	3
buɔr	3
mɛkni̱	3
tuak	3
dhɔrɛ	3
dho̱o̱l	3
ŋa̱cni̱	3
rɔ̱a̱a̱	3
lul	3
buum	3
ɛnɔmɔ	3
lɔ̱ɔ̱l	3
lua̱kɛ	3
wi̱cran	3
thia̱kni̱	3
kuɔ̱k	3
ɛnɔ	3
lä	3
ɛkuiy	3
kuɔ̱ɔ̱n	3
kacraar	3
gɔani̱	3
gɛɛrɛ	3
gɔ̱a̱ru	3
kuändu	3
yɔ̱t	3
wak	3
gɔlu	3
thia̱kthia̱k	3
gui̱l	3
cärä	3
mandiɛn	3
jälkɛ	3
rɛ̈t	3
muktäpä	3
lothni̱	3
nɔ̱ɔ̱ni̱	3
pɛli̱	3
dääkni̱	3
thiɛlɔc	3
pi̱r	3
yiathpiny	3
kɛ̈ɛ̈l	3
kɛndiaal	3
ta̱yɛ	3
nyiiŋ	3
ŋuän	3
/cua	3
yuɔ̱p	3
cooni̱	3
lɔth	3
bia̱	3
kök	3
buut	3
nyuɔ̱ɔ̱r	3
cieŋdun	3
thɔl	3
muɔckɛ	3
tiɛni̱	3
tɛthlɔcdɛ	3
bänyɛ	3
ca̱a̱t	3
di̱tä	3
diɛwdiɛwni̱	3
nyinkɛ	3
käkɛ	3
tetku	3
diɛn	3
jic	3
ca̱rɛ	3
kuëny	3
/känɛ	3
